strategy,refiner,GCD,f1
Chain-of-Thought,GPT-4o,False,0.716094898101639
GGLLM,GPT-4o,False,0.6742993130954487
GGLLM,Llama 2 7b,False,0.6726456915931435
GGLLM,Llama 2 7b,True,0.6772665023764751
GGLLM,Llama 2 7b (fine-tuned),False,0.6745838325929011
GGLLM,Llama 2 7b (fine-tuned),True,0.6898864897803015
GGLLM,Llama 2 13b,False,0.6758664628723187
GGLLM,Llama 2 13b,True,0.6820543798272309
GGLLM,Llama 2 13b (fine-tuned),False,0.6769075686800127
GGLLM,Llama 2 13b (fine-tuned),True,0.684019369657976
GGLLM,Llama 3 8b,False,0.6793484640544069
GGLLM,Llama 3 8b,True,0.6743171107805336
GGLLM,Llama 3 8b (fine-tuned),False,0.6739440791164614
GGLLM,Llama 3 8b (fine-tuned),True,0.6739040104179161
